subdivision,YEAR,JUN,JUL,AUG,SEP,JUN-SEP
EAST RAJASTHAN,1958,46.3,288.8,153.7,224.6,713.4
EAST RAJASTHAN,1959,36.8,252.3,248.8,152.7,690.5
EAST RAJASTHAN,1960,63.2,151.8,331.4,20.2,566.5
EAST RAJASTHAN,1961,39.3,227.3,225.5,337.1,829.1
EAST RAJASTHAN,1962,5,262,175.7,140,582.7
EAST RAJASTHAN,1963,33.2,130.5,283.9,96.8,544.3
EAST RAJASTHAN,1964,42,211,289.7,71.7,614.4
EAST RAJASTHAN,1965,6.8,201.8,106.7,86.8,402.2
EAST RAJASTHAN,1966,75,141.8,156.6,81.4,454.7
EAST RAJASTHAN,1967,87.2,156.9,250,162.9,657
EAST RAJASTHAN,1968,5.3,296.3,181.9,10.8,494.3
EAST RAJASTHAN,1969,16.8,227.5,260.4,117.1,621.8
EAST RAJASTHAN,1970,91.9,146.6,320.2,117.4,676.1
EAST RAJASTHAN,1971,171.7,288.6,155.1,116.7,732.1
EAST RAJASTHAN,1972,72.7,86.9,259.9,21.9,441.3
EAST RAJASTHAN,1973,36.1,260.4,383,243.5,922.9
EAST RAJASTHAN,1974,30.7,297.3,165.9,19.3,513.1
EAST RAJASTHAN,1975,87.4,270.8,317,173.9,849.2
EAST RAJASTHAN,1976,91.1,202.5,318.7,126.2,738.6
EAST RAJASTHAN,1977,112.5,392.2,223.9,115.4,843.9
EAST RAJASTHAN,1978,83.1,303.2,249.7,55.6,691.6
EAST RAJASTHAN,1979,47.8,206.5,129.9,14.7,398.9
EAST RAJASTHAN,1980,141.4,202.9,150.6,28.3,523.1
EAST RAJASTHAN,1981,57.8,297.6,141.7,64.5,561.5
EAST RAJASTHAN,1982,28.6,173.7,294.6,19.3,516.2
EAST RAJASTHAN,1983,72.5,256.6,240.3,128.2,697.6
EAST RAJASTHAN,1984,32.6,147.9,272.4,108.2,561.2
EAST RAJASTHAN,1985,21.1,176.5,235.5,37.4,470.5
EAST RAJASTHAN,1986,54.2,312.5,146.7,18.7,532.1
EAST RAJASTHAN,1987,44.1,56.8,226.9,27.9,355.6
EAST RAJASTHAN,1988,96.4,229.9,204.7,82.2,613.2
EAST RAJASTHAN,1989,52.3,130.8,284.6,33.1,500.8
EAST RAJASTHAN,1990,74.9,228.4,253.5,162.2,719
EAST RAJASTHAN,1991,18.1,275,214.5,43.2,550.8
EAST RAJASTHAN,1992,18.1,242.8,254.5,125.8,641.1
EAST RAJASTHAN,1993,98.6,263.4,92.9,114.2,569.1
EAST RAJASTHAN,1994,116.8,318.4,259.7,106.9,801.9
EAST RAJASTHAN,1995,22.5,274,309.9,92.4,698.8
EAST RAJASTHAN,1996,135.4,251.4,325.6,135.3,847.6
EAST RAJASTHAN,1997,65.2,177.9,241.6,99.2,583.9
EAST RAJASTHAN,1998,60.2,193.5,144.6,153,551.2
EAST RAJASTHAN,1999,66.6,237.6,85.8,79.9,469.9
EAST RAJASTHAN,2000,21.1,271.1,98.6,29.4,420.2
EAST RAJASTHAN,2001,107.9,297.6,133.6,7.9,546.9
EAST RAJASTHAN,2002,71.6,14.8,131.9,41.1,259.4
EAST RAJASTHAN,2003,77,245.2,180.4,97.9,600.5
EAST RAJASTHAN,2004,46,105.9,377.3,25.7,554.9
EAST RAJASTHAN,2005,57.2,240,79.6,171.3,548.1
EAST RAJASTHAN,2006,74.2,214.3,327.7,88,704.2
EAST RAJASTHAN,2007,60.9,222.2,164.1,85.8,533
EAST RAJASTHAN,2008,161.7,167,168.8,113.5,611
EAST RAJASTHAN,2009,40.8,200.2,121.7,48.2,410.9
EAST RAJASTHAN,2010,27.8,200,278.2,133.5,639.5
EAST RAJASTHAN,2011,141.4,193.5,284.2,167.2,786.3
EAST RAJASTHAN,2012,11.2,170.2,364.8,130.8,677.1
EAST RAJASTHAN,2013,97.7,334.2,282.5,90.8,805.2
EAST RAJASTHAN,2014,24.8,197.6,256.4,137.4,616.3
EAST RAJASTHAN,2015,94.8,291.7,141.5,19.6,547.5
EAST RAJASTHAN,2016,61.6,324.3,378.6,37.9,802.4
EAST RAJASTHAN,2017,89.8,285,133.1,46,553.8
EAST RAJASTHAN,2018,98.2,233,151.6,140,622.8
EAST RAJASTHAN,2019,69.9,267.9,379.4,184.9,902.1
EAST RAJASTHAN,2020,72.6,117.2,314.1,79,583
EAST RAJASTHAN,2021,54.6,189.7,237.5,203.2,685
WEST MADHYA PRADESH,1901,40.8,227.9,352,47,667.7
WEST MADHYA PRADESH,1902,35.2,400.8,178,195.3,809.3
WEST MADHYA PRADESH,1903,49.8,309,261.1,253.2,873.1
WEST MADHYA PRADESH,1904,97.4,273,215.8,125.9,712.1
WEST MADHYA PRADESH,1905,36.4,326.6,137.6,184,684.6
WEST MADHYA PRADESH,1906,180.2,351,197.8,265.7,994.7
WEST MADHYA PRADESH,1907,48.5,202.1,328,17.3,595.8
WEST MADHYA PRADESH,1908,104.6,368.3,280.5,48.8,802.2
WEST MADHYA PRADESH,1909,149.6,244.6,260.8,105.8,760.9
WEST MADHYA PRADESH,1910,171,183.1,275.2,244.3,873.7
WEST MADHYA PRADESH,1911,112.3,111.9,154.3,222.6,601
WEST MADHYA PRADESH,1912,48.4,323.8,265.8,94.8,732.8
WEST MADHYA PRADESH,1913,169.5,288,221.6,57.9,736.9
WEST MADHYA PRADESH,1914,127.9,352.7,155,153.6,789.2
WEST MADHYA PRADESH,1915,123.1,178.2,214.9,89.2,605.4
WEST MADHYA PRADESH,1916,220.1,242.5,476.6,152.1,1091.4
WEST MADHYA PRADESH,1917,186.6,312.9,336.9,278.1,1114.5
WEST MADHYA PRADESH,1918,100.7,124.9,203.4,50.3,479.4
WEST MADHYA PRADESH,1919,165.3,329.1,545.4,70,1109.7
WEST MADHYA PRADESH,1920,120.2,304.3,147.2,64.3,636
WEST MADHYA PRADESH,1921,136.3,187.2,213.7,239.4,776.6
WEST MADHYA PRADESH,1922,132.3,312.2,148.6,243.1,836.3
WEST MADHYA PRADESH,1923,12.5,566.1,294.4,173.5,1046.5
WEST MADHYA PRADESH,1924,34,345.4,335.9,209,924.3
WEST MADHYA PRADESH,1925,163.7,258.6,146.2,37.4,606
WEST MADHYA PRADESH,1926,21.5,272.4,435,142.4,871.2
WEST MADHYA PRADESH,1927,77.7,332,219.6,73.6,703
WEST MADHYA PRADESH,1928,74.7,399.2,215.7,49.9,739.5
WEST MADHYA PRADESH,1929,108.9,286.5,217.3,90.2,702.9
WEST MADHYA PRADESH,1930,95.7,395,182.9,166.5,840
WEST MADHYA PRADESH,1931,48.7,280.1,426,224.1,978.9
WEST MADHYA PRADESH,1932,57.4,468.2,126.9,291.8,944.3
WEST MADHYA PRADESH,1933,196,278.5,353.3,288,1115.9
WEST MADHYA PRADESH,1934,126.2,238.5,419.5,339.7,1123.9
WEST MADHYA PRADESH,1935,96,359,157.2,213.9,826
WEST MADHYA PRADESH,1936,191.9,153.2,216.1,198.2,759.4
WEST MADHYA PRADESH,1937,178.3,446.2,166.8,203,994.3
WEST MADHYA PRADESH,1938,306.7,351.6,208,38,904.2
WEST MADHYA PRADESH,1939,64.7,285,315.7,118.7,784
WEST MADHYA PRADESH,1940,156.7,395.8,349.5,63.6,965.6
WEST MADHYA PRADESH,1941,54,194.8,355.8,92.3,697.1
WEST MADHYA PRADESH,1942,121.8,559.1,287.4,165.1,1133.4
WEST MADHYA PRADESH,1943,122.3,362.6,180.6,186.3,851.8
WEST MADHYA PRADESH,1944,87,502.4,520.9,118.5,1228.8
WEST MADHYA PRADESH,1945,192.1,377.2,235.6,210.9,1015.7
WEST MADHYA PRADESH,1946,258,345,391,100.7,1094.7
WEST MADHYA PRADESH,1947,48.1,320.8,351.4,281.6,1001.9
WEST MADHYA PRADESH,1948,145.9,382.2,371.3,227.7,1127.1
WEST MADHYA PRADESH,1949,90,328.5,136.6,335.7,890.7
WEST MADHYA PRADESH,1950,34.6,413.2,182.6,232,862.4
WEST MADHYA PRADESH,1951,89.1,231.8,205.3,84.2,610.3
WEST MADHYA PRADESH,1952,163.4,369.3,240.1,35.6,808.5
WEST MADHYA PRADESH,1953,72.1,272.3,307.1,106.7,758.3
WEST MADHYA PRADESH,1954,70.8,319.7,183.8,480.6,1054.9
WEST MADHYA PRADESH,1955,189.4,97.7,438.4,251.6,977.1
WEST MADHYA PRADESH,1956,112.8,412.4,235.1,127.2,887.5
WEST MADHYA PRADESH,1957,88.6,222.7,339.7,112.3,763.3
WEST MADHYA PRADESH,1958,82.7,381.8,285.7,270.1,1020.4
WEST MADHYA PRADESH,1959,78.7,397.8,327.1,254.2,1057.8
WEST MADHYA PRADESH,1960,132.7,204.1,394.8,53.1,784.7
WEST MADHYA PRADESH,1961,73.9,309,316.4,566.1,1265.4
WEST MADHYA PRADESH,1962,16.2,309.3,208.7,313.7,848
WEST MADHYA PRADESH,1963,71.1,234.2,364.8,155.3,825.4
WEST MADHYA PRADESH,1964,112.1,279,311.7,163.2,866.1
WEST MADHYA PRADESH,1965,31.1,270.5,142.6,123.1,567.3
WEST MADHYA PRADESH,1966,68.9,269.6,199.8,102.3,640.7
WEST MADHYA PRADESH,1967,125.2,220.9,253.1,221.1,820.3
WEST MADHYA PRADESH,1968,34,405.2,292.5,93.7,825.4
WEST MADHYA PRADESH,1969,47.9,387.8,399.7,224.6,1059.9
WEST MADHYA PRADESH,1970,252.9,185.2,347.9,264.7,1050.6
WEST MADHYA PRADESH,1971,184.3,446.2,221.4,209.8,1061.8
WEST MADHYA PRADESH,1972,91.8,161.6,419.3,74.4,747.2
WEST MADHYA PRADESH,1973,73.5,553.3,478.9,256.2,1361.9
WEST MADHYA PRADESH,1974,40.9,288.6,373.3,65.4,768.2
WEST MADHYA PRADESH,1975,136.2,265.4,357.8,245.8,1005.3
WEST MADHYA PRADESH,1976,158.6,261,352.2,182.7,954.5
WEST MADHYA PRADESH,1977,157.6,261.2,316,189.3,924
WEST MADHYA PRADESH,1978,138.2,318.6,409.8,60.9,927.4
WEST MADHYA PRADESH,1979,109.1,194.1,263.1,35.2,601.5
WEST MADHYA PRADESH,1980,254.4,186.9,344.3,50.5,836.1
WEST MADHYA PRADESH,1981,118.5,266.9,296.4,123.2,805
WEST MADHYA PRADESH,1982,61.7,247.5,387.6,89.3,786.1
WEST MADHYA PRADESH,1983,89.2,239,350.5,289.9,968.6
WEST MADHYA PRADESH,1984,63.3,167.1,539,60,829.4
WEST MADHYA PRADESH,1985,56.9,215.8,305,150.7,728.3
WEST MADHYA PRADESH,1986,130.8,477.5,240.1,33.2,881.6
WEST MADHYA PRADESH,1987,74.4,144.2,362.7,77.7,658.9
WEST MADHYA PRADESH,1988,135.8,309.6,279,138.4,862.9
WEST MADHYA PRADESH,1989,130.1,150.5,369.5,88.2,738.3
WEST MADHYA PRADESH,1990,162.3,264.9,387.7,257.9,1072.8
WEST MADHYA PRADESH,1991,96.1,346.4,263.8,24.5,730.8
WEST MADHYA PRADESH,1992,51,210.6,313.9,105.7,681.1
WEST MADHYA PRADESH,1993,114.2,337.7,239.5,303,994.4
WEST MADHYA PRADESH,1994,221.4,352,391.7,187.7,1152.8
WEST MADHYA PRADESH,1995,67.7,321.9,250.7,165.4,805.7
WEST MADHYA PRADESH,1996,49.7,439.6,369.5,155.8,1014.6
WEST MADHYA PRADESH,1997,89.2,346.2,335.2,97.2,867.9
WEST MADHYA PRADESH,1998,93.3,282.3,208.5,288.4,872.4
WEST MADHYA PRADESH,1999,127,285.6,186.7,330.8,930.2
WEST MADHYA PRADESH,2000,93.1,319.8,136.3,31.3,580.4
WEST MADHYA PRADESH,2001,204.2,267.7,199.2,27,698.2
WEST MADHYA PRADESH,2002,139.5,46.8,318.2,140.5,645
WEST MADHYA PRADESH,2003,129.1,309.5,228,256.2,922.8
WEST MADHYA PRADESH,2004,83.1,220.5,423.4,55.9,782.8
WEST MADHYA PRADESH,2005,81.2,348.6,130.2,155,715
WEST MADHYA PRADESH,2006,74.8,283.9,470.7,202.5,1031.9
WEST MADHYA PRADESH,2007,99.7,311,227,140.3,778
WEST MADHYA PRADESH,2008,191.8,217.7,204.5,140.4,754.5
WEST MADHYA PRADESH,2009,55.6,320.1,173.2,138.2,687.1
WEST MADHYA PRADESH,2010,61.2,261,290.7,136.7,749.6
WEST MADHYA PRADESH,2011,230.6,313.5,353.1,167.4,1064.5
WEST MADHYA PRADESH,2012,38.2,423.4,347.9,189.8,999.4
WEST MADHYA PRADESH,2013,256.4,484.1,426.5,99.8,1266.8
WEST MADHYA PRADESH,2014,31.2,331.4,207.4,188.5,758.5
WEST MADHYA PRADESH,2015,146.5,401.2,263.9,52.6,864.2
WEST MADHYA PRADESH,2016,111.1,432.9,394.8,100.8,1039.7
WEST MADHYA PRADESH,2017,120,292.8,173.8,151.4,738
WEST MADHYA PRADESH,2018,134.1,307.1,233.3,163.2,837.7
WEST MADHYA PRADESH,2019,78.8,376.9,496.9,430.4,1383
WEST MADHYA PRADESH,2020,192.2,167.5,475.2,131.2,966.1
WEST MADHYA PRADESH,2021,133.9,289.4,302.3,247.5,973.1
EAST MADHYA PRADESH,1901,61.5,366.5,588.9,191.1,1207.9
EAST MADHYA PRADESH,1902,28.1,412.3,228.5,236.4,905.3
EAST MADHYA PRADESH,1903,68.1,262.4,367.6,258.1,956.2
EAST MADHYA PRADESH,1904,109.8,439.3,317.1,136.7,1002.9
EAST MADHYA PRADESH,1905,34.8,294.2,244.4,252.6,825.9
EAST MADHYA PRADESH,1906,226.7,445.7,190.5,414.3,1277.3
EAST MADHYA PRADESH,1907,91.5,223,512.6,20.3,847.5
EAST MADHYA PRADESH,1908,117.9,529.6,588.1,128.6,1364.2
EAST MADHYA PRADESH,1909,208.6,388.4,242.1,123.2,962.3
EAST MADHYA PRADESH,1910,222,227,379,258.6,1086.6
EAST MADHYA PRADESH,1911,205.2,176.5,363.3,296.5,1041.6
EAST MADHYA PRADESH,1912,35.9,459.8,374.2,165.3,1035.3
EAST MADHYA PRADESH,1913,202.4,263.8,283.2,63.4,812.7
EAST MADHYA PRADESH,1914,107.7,545,341.8,139.1,1133.7
EAST MADHYA PRADESH,1915,179.3,380.7,416.8,160.5,1137.3
EAST MADHYA PRADESH,1916,287.4,250.9,450.8,254.1,1243.2
EAST MADHYA PRADESH,1917,225.7,394.7,467.4,344.6,1432.4
EAST MADHYA PRADESH,1918,236.7,194.2,333.5,102.6,867
EAST MADHYA PRADESH,1919,161.5,480.8,714.1,105.2,1461.5
EAST MADHYA PRADESH,1920,94.9,427.5,237.8,92.9,853.2
EAST MADHYA PRADESH,1921,217.5,255.3,378.5,253.8,1105.2
EAST MADHYA PRADESH,1922,134,460.6,321.5,230.9,1147
EAST MADHYA PRADESH,1923,27,471.8,674.6,194.5,1367.8
EAST MADHYA PRADESH,1924,43.9,543.5,377.5,245.9,1210.8
EAST MADHYA PRADESH,1925,189.3,572.9,287.5,205.7,1255.4
EAST MADHYA PRADESH,1926,26.2,328.8,549,537.7,1441.8
EAST MADHYA PRADESH,1927,101,430.3,382.1,92.8,1006.2
EAST MADHYA PRADESH,1928,154.2,477.2,184.9,64.1,880.3
EAST MADHYA PRADESH,1929,95.2,523.9,399.1,103.8,1122
EAST MADHYA PRADESH,1930,135.1,597.4,270.8,109,1112.3
EAST MADHYA PRADESH,1931,70.1,293.7,461,293,1117.9
EAST MADHYA PRADESH,1932,106.1,538.4,196.4,242.2,1083.2
EAST MADHYA PRADESH,1933,143.4,363.7,323.6,294.8,1125.6
EAST MADHYA PRADESH,1934,229.3,322.4,447.1,395.1,1393.9
EAST MADHYA PRADESH,1935,89.5,624.2,294.4,201.5,1209.7
EAST MADHYA PRADESH,1936,233.9,423.7,416.3,218.9,1292.8
EAST MADHYA PRADESH,1937,187,469.2,342.9,179.5,1178.6
EAST MADHYA PRADESH,1938,302.6,406.9,323.9,158.5,1191.9
EAST MADHYA PRADESH,1939,187.3,497.6,397.7,180.2,1262.7
EAST MADHYA PRADESH,1940,117.4,449.9,434.7,82,1084
EAST MADHYA PRADESH,1941,124.8,191.1,301.8,109.9,727.6
EAST MADHYA PRADESH,1942,165.2,608.4,380.7,197.6,1351.9
EAST MADHYA PRADESH,1943,120.4,423,386.4,238.9,1168.8
EAST MADHYA PRADESH,1944,103.6,538.8,385.2,150.9,1178.6
EAST MADHYA PRADESH,1945,225,412.1,286.5,252.9,1176.5
EAST MADHYA PRADESH,1946,345.9,373.2,481.8,95.5,1296.3
EAST MADHYA PRADESH,1947,92.2,490.6,442.5,270.3,1295.7
EAST MADHYA PRADESH,1948,191.3,357.7,372.4,303.2,1224.7
EAST MADHYA PRADESH,1949,115.4,348.5,301.7,297.4,1063.1
EAST MADHYA PRADESH,1950,75.9,463.6,408.5,115.1,1063.1
EAST MADHYA PRADESH,1951,139.4,285.6,379.2,220.6,1024.8
EAST MADHYA PRADESH,1952,194,391,400.7,114.6,1100.3
EAST MADHYA PRADESH,1953,42.9,411.2,347.4,160.2,961.6
EAST MADHYA PRADESH,1954,80.7,332.3,292.3,331.8,1037.2
EAST MADHYA PRADESH,1955,236.1,261.1,426.9,298.3,1222.5
EAST MADHYA PRADESH,1956,186.9,527.9,418.4,185.7,1318.9
EAST MADHYA PRADESH,1957,60.8,349.1,361,114,885
EAST MADHYA PRADESH,1958,67.6,439.7,272.7,237.3,1017.3
EAST MADHYA PRADESH,1959,82.9,447.6,401.6,236.9,1168.9
EAST MADHYA PRADESH,1960,113.9,378,495.5,83.2,1070.6
EAST MADHYA PRADESH,1961,132.5,498.4,463.1,359.7,1453.7
EAST MADHYA PRADESH,1962,55.7,324,332.7,234,946.4
EAST MADHYA PRADESH,1963,147,275.1,366.8,244,1032.9
EAST MADHYA PRADESH,1964,133,363.2,434.9,225.1,1156.3
EAST MADHYA PRADESH,1965,68.7,206.3,185.1,184.1,644.1
EAST MADHYA PRADESH,1966,210.7,255.5,262.7,50.9,779.7
EAST MADHYA PRADESH,1967,118.8,398.4,480.5,260.7,1258.4
EAST MADHYA PRADESH,1968,102.3,355.5,281.4,151.3,890.6
EAST MADHYA PRADESH,1969,42,553.3,392.5,198.8,1186.6
EAST MADHYA PRADESH,1970,198,268.6,481.6,250.7,1198.9
EAST MADHYA PRADESH,1971,357,506.5,286.1,159,1308.5
EAST MADHYA PRADESH,1972,54.4,208.2,553.4,140.8,956.8
EAST MADHYA PRADESH,1973,54.7,442.3,431,206.1,1134
EAST MADHYA PRADESH,1974,99.4,300.9,421.2,54.4,876
EAST MADHYA PRADESH,1975,190.5,371.9,567.6,172.4,1302.3
EAST MADHYA PRADESH,1976,84.8,370.1,366.6,174.1,995.7
EAST MADHYA PRADESH,1977,276.8,340.2,422.1,166.9,1206.2
EAST MADHYA PRADESH,1978,208.7,339.4,428.9,214.8,1191.8
EAST MADHYA PRADESH,1979,98.9,244,227.7,64.6,635.2
EAST MADHYA PRADESH,1980,250.6,372.9,516.3,175.7,1315.5
EAST MADHYA PRADESH,1981,153.1,338.5,270.7,194.1,956.4
EAST MADHYA PRADESH,1982,97.3,269.6,583.9,160.8,1111.6
EAST MADHYA PRADESH,1983,98.6,350,320.4,396.2,1165.1
EAST MADHYA PRADESH,1984,91.4,202.1,591.6,114.4,999.5
EAST MADHYA PRADESH,1985,96.9,410.3,346.1,129.5,982.8
EAST MADHYA PRADESH,1986,187.4,317.6,243.6,82.9,831.6
EAST MADHYA PRADESH,1987,45.5,248.2,307.4,309.4,910.5
EAST MADHYA PRADESH,1988,199.1,342.6,338.1,107.4,987.1
EAST MADHYA PRADESH,1989,190.1,197.7,358.9,126.2,872.9
EAST MADHYA PRADESH,1990,314.2,330.6,282.6,330.3,1257.7
EAST MADHYA PRADESH,1991,98.7,320.6,490.1,67.4,976.8
EAST MADHYA PRADESH,1992,38.6,295,468.5,238.5,1040.6
EAST MADHYA PRADESH,1993,107,254.2,286.8,416.5,1064.5
EAST MADHYA PRADESH,1994,266.7,548.4,514.7,151.9,1481.7
EAST MADHYA PRADESH,1995,81.7,364.1,355.5,129,930.3
EAST MADHYA PRADESH,1996,67.2,311.6,370.6,129.9,879.3
EAST MADHYA PRADESH,1997,95.5,448.4,359.3,198.3,1101.5
EAST MADHYA PRADESH,1998,84.3,295.4,325.5,187.1,892.4
EAST MADHYA PRADESH,1999,122.5,335.7,355.4,524,1337.6
EAST MADHYA PRADESH,2000,168,380.3,205.8,112.3,866.4
EAST MADHYA PRADESH,2001,255.1,466.9,242.7,50.5,1015.1
EAST MADHYA PRADESH,2002,94.4,84.7,492,191.3,862.4
EAST MADHYA PRADESH,2003,121,366,369.9,487.4,1344.2
EAST MADHYA PRADESH,2004,209.1,203.1,370.8,119.7,902.6
EAST MADHYA PRADESH,2005,164.6,599.6,255.8,198.3,1218.3
EAST MADHYA PRADESH,2006,56.7,345.5,320.1,76.4,798.7
EAST MADHYA PRADESH,2007,80.5,206.1,170.8,140.7,598.1
EAST MADHYA PRADESH,2008,315.5,271.3,267.8,116.3,970.9
EAST MADHYA PRADESH,2009,35.5,320.4,192.9,208,756.9
EAST MADHYA PRADESH,2010,58.9,362.1,268.8,213.7,903.6
EAST MADHYA PRADESH,2011,332.3,325.1,328.1,276.3,1261.9
EAST MADHYA PRADESH,2012,63.5,406.5,374.2,177.7,1021.9
EAST MADHYA PRADESH,2013,287.4,465.7,482.5,74.9,1310.4
EAST MADHYA PRADESH,2014,80.1,287,228.5,140.3,735.9
EAST MADHYA PRADESH,2015,124.8,250.6,264.1,67,706.6
EAST MADHYA PRADESH,2016,99.2,554,463.6,140.7,1257.5
EAST MADHYA PRADESH,2017,118.7,355,179.7,144.2,797.6
EAST MADHYA PRADESH,2018,113.8,358.2,294.7,149.2,915.9
EAST MADHYA PRADESH,2019,59.8,339.2,464.6,448.3,1311.9
EAST MADHYA PRADESH,2020,213.4,200.5,485,129,1027.8
EAST MADHYA PRADESH,2021,202.8,265.9,206.7,215.8,891.2
GUJARAT REGION,1901,60.2,239.3,198,17.3,514.8
GUJARAT REGION,1902,31.8,229.1,300,278.6,839.5
GUJARAT REGION,1903,28.5,454.1,200.4,178.7,861.7
GUJARAT REGION,1904,47.6,194.8,70.2,133.3,446
GUJARAT REGION,1905,21,662.2,36.3,81.2,800.7
GUJARAT REGION,1906,175.6,316.5,244.2,135.7,872
GUJARAT REGION,1907,70.9,322,570.7,16.9,980.5
GUJARAT REGION,1908,68.3,562.2,368.7,24.1,1023.4
GUJARAT REGION,1909,158.8,412,245,141.9,957.7
GUJARAT REGION,1910,260.4,287.3,335.5,43.9,927.1
GUJARAT REGION,1911,157.2,65.1,92.2,56.5,371
GUJARAT REGION,1912,102.1,612.7,290.4,39.3,1044.5
GUJARAT REGION,1913,357.3,425.8,212.4,144.2,1139.7
GUJARAT REGION,1914,219.3,490.9,138.2,231.4,1079.7
GUJARAT REGION,1915,124.9,128.4,113.2,50.9,417.4
GUJARAT REGION,1916,126.9,165.9,416.2,189.6,898.6
GUJARAT REGION,1917,126.1,315.2,375,352.2,1168.6
GUJARAT REGION,1918,38.5,106.4,212.3,17.1,374.2
GUJARAT REGION,1919,108.1,329.4,489.3,76.9,1003.7
GUJARAT REGION,1920,192,271.8,108.3,30.4,602.4
GUJARAT REGION,1921,29.8,524.6,206.9,402.2,1163.5
GUJARAT REGION,1922,128.5,315.1,108.6,308.3,860.4
GUJARAT REGION,1923,2.8,289.2,155.8,80.4,528.2
GUJARAT REGION,1924,114.5,300.4,263.9,201.4,880.1
GUJARAT REGION,1925,260.1,199.5,81.5,13.6,554.7
GUJARAT REGION,1926,19.8,404.6,465.4,358.9,1248.8
GUJARAT REGION,1927,138.6,909.9,198.8,110.7,1358
GUJARAT REGION,1928,52.5,371.3,223.9,137,784.7
GUJARAT REGION,1929,126.4,348.9,149.9,19.6,644.8
GUJARAT REGION,1930,155.6,425.2,155.3,104.1,840.1
GUJARAT REGION,1931,19,328.6,552.8,89.4,989.9
GUJARAT REGION,1932,58.4,534,145.3,132.2,869.9
GUJARAT REGION,1933,119.4,242.5,480.9,227.2,1069.9
GUJARAT REGION,1934,216.6,262.5,393,83.2,955.3
GUJARAT REGION,1935,80.6,357.6,107.5,188.4,734.1
GUJARAT REGION,1936,188.2,132.9,51.5,176.2,548.9
GUJARAT REGION,1937,255.8,583.8,30.7,321,1191.3
GUJARAT REGION,1938,260.9,339.7,131.8,25.4,757.7
GUJARAT REGION,1939,29.8,206.7,260.6,93.1,590.1
GUJARAT REGION,1940,153.2,207.1,240.7,114.7,715.7
GUJARAT REGION,1941,40.5,668,195.1,41.1,944.6
GUJARAT REGION,1942,128.4,495.4,374.4,159.2,1157.3
GUJARAT REGION,1943,133.6,479.9,81,154.7,849.2
GUJARAT REGION,1944,110.5,624.2,501.5,72.7,1308.9
GUJARAT REGION,1945,162.9,514.6,243.2,341,1261.8
GUJARAT REGION,1946,230.2,290.5,459.8,101,1081.5
GUJARAT REGION,1947,5.5,215.5,262.3,253.6,736.9
GUJARAT REGION,1948,62.7,183.1,117.5,49.5,412.7
GUJARAT REGION,1949,33.8,292.3,208.1,243.5,777.7
GUJARAT REGION,1950,10.9,742,77.8,313.8,1144.6
GUJARAT REGION,1951,64.8,217.9,167.4,6.7,456.8
GUJARAT REGION,1952,137,489.4,141.5,11.4,779.2
GUJARAT REGION,1953,140.9,238.7,558.6,104.4,1042.5
GUJARAT REGION,1954,112.8,354,211.9,521.5,1200.2
GUJARAT REGION,1955,104.5,108.2,401.9,315.1,929.7
GUJARAT REGION,1956,103.2,664.1,325.9,135.8,1228.9
GUJARAT REGION,1957,154.2,259.4,196.9,15.9,626.4
GUJARAT REGION,1958,105.1,342.3,282.9,335.8,1066.1
GUJARAT REGION,1959,97.7,630.1,326.8,374.1,1428.7
GUJARAT REGION,1960,129.5,221.4,211.7,72.9,635.4
GUJARAT REGION,1961,91.9,352.9,176.1,302.8,923.7
GUJARAT REGION,1962,47,303.6,184.2,232.1,766.8
GUJARAT REGION,1963,65.1,286.7,354,229.3,935.1
GUJARAT REGION,1964,102.6,367.1,294.9,112.9,877.4
GUJARAT REGION,1965,10.6,439.1,163.7,24.5,637.8
GUJARAT REGION,1966,122.8,311.9,73,186.7,694.4
GUJARAT REGION,1967,134.7,411.6,210.3,125.6,882.2
GUJARAT REGION,1968,31.3,283.9,296.4,45.3,656.9
GUJARAT REGION,1969,103.4,335.2,160.5,207.4,806.4
GUJARAT REGION,1970,265.6,267,498.6,320.2,1351.5
GUJARAT REGION,1971,174.9,253.6,193.2,132.1,753.9
GUJARAT REGION,1972,85.6,213.5,183.3,22.9,505.3
GUJARAT REGION,1973,96.6,302.5,380.4,396.2,1175.7
GUJARAT REGION,1974,22,136.9,103.4,66,328.3
GUJARAT REGION,1975,156.3,217.7,450,320.3,1144.3
GUJARAT REGION,1976,342.2,578.8,483.3,151.2,1555.5
GUJARAT REGION,1977,308.1,565.3,246.2,162.1,1281.7
GUJARAT REGION,1978,152.4,287.7,413.7,52.4,906.2
GUJARAT REGION,1979,130,176.2,433.9,45.4,785.5
GUJARAT REGION,1980,259.6,263.5,250.9,22.9,796.9
GUJARAT REGION,1981,111.6,411.7,387.7,132.5,1043.6
GUJARAT REGION,1982,39.3,271.8,269.6,25.9,606.6
GUJARAT REGION,1983,129.6,406.8,401.4,181.3,1119.1
GUJARAT REGION,1984,82.5,249,430.6,89,851.1
GUJARAT REGION,1985,14.8,244.7,178.3,17.9,455.6
GUJARAT REGION,1986,178.2,161,146.1,6.4,491.6
GUJARAT REGION,1987,68.8,117.3,186.1,5.8,378
GUJARAT REGION,1988,72.4,564.6,255,188.8,1080.7
GUJARAT REGION,1989,112.8,344,307.6,58,822.5
GUJARAT REGION,1990,78.3,226.3,532.5,230.3,1067.5
GUJARAT REGION,1991,73.9,403.1,145.4,38,660.3
